product_id,short_description
7291,103072,['otherpoojaneeds']
7292,103073,['giftwraps&bags']
7293,103074,['tampons&menstrualcups']
7294,103075,['bodysprays&mists']
7295,103076,['urad&otherdals']
7296,103077,"['toor,channa&moongdal']"
7297,103078,['aromatherapy']
7298,103079,['toothpaste']
7299,103080,['facecare']
7300,103081,['pork&ham']
7301,103082,['handwash&sanitizers']
7302,103083,"['cookies,biscotti,wafer']"
7303,103084,['toiletpaper']
7304,103085,['teacakes&slicecakes']
7305,103086,['rice&otherflours']
7306,103087,"['papernapkin,tissuebox']"
7307,103088,['glassware']
7308,103089,['bodysprays&mists']
7309,103090,['sanitarynapkins']
7310,103091,['juices']
7311,103092,['bathingbars&soaps']
7312,103093,['cfl&ledbulbs']
7313,103094,['giftsets']
7314,103095,['facecare']
7315,103096,['homebaking']
7316,103097,['roastedseeds&nuts']
7317,103098,['mosquitorepellent']
7318,103099,['pork&ham']
7319,103100,['namkeen&savourysnacks']
7320,103101,['disinfectantspray&cleaners']
7321,103102,['knives&peelers']
7322,103103,['everydaymedicine']
7323,103104,['face&body']
7324,103105,"['olive,jalapeno,gherkin']"
7325,103106,['handwash&sanitizers']
7326,103107,['toothpaste']
7327,103108,['cookandserve']
7328,103109,['cereals&millets']
7329,103110,['facecare']
7330,103111,['importednoodles']
7331,103112,['petcleaning&grooming']
7332,103113,"['toffee,candy&lollypop']"
7333,103114,['packagedwater']
7334,103115,"['papads,readytofry']"
7335,103116,['granola&cerealbars']
7336,103117,['lunchboxes']
7337,103118,"['papernapkin,tissuebox']"
7338,103119,"['cookingchocolate,cocoa']"
7339,103120,['buckets&mugs']
7340,103121,"['buns,pavs&pizzabase']"
7341,103122,['bodycare']
7342,103123,['steellunchboxes']
7343,103124,['shavingcare']
7344,103125,['ayurveda']
7345,103126,['racks&holders']
7346,103127,['shavingcare']
7347,103128,['facecare']
7348,103129,['namkeen&savourysnacks']
7349,103130,['blendedmasalas']
7350,103131,"['jams,marmalade,spreads']"
7351,103132,['kadai&frypans']
7352,103133,['facecare']
7353,103134,['glassware']
7354,103135,"['herbs,seasonings&rubs']"
7355,103136,['blendedmasalas']
7356,103137,"['cups,mugs&tumblers']"
7357,103138,['ayurveda']
7358,103139,['bakingtools&brushes']
7359,103140,['bathingbars&soaps']
7360,103141,['extravirginoliveoil']
7361,103142,['rusks']
7362,103143,['honey&maplesyrup']
7363,103144,['facecare']
7364,103145,['containerssets']
7365,103146,"['flavoured,soyamilk']"
7366,103147,['glassware']
7367,103148,['granola&cerealbars']
7368,103149,['casserole']
7369,103150,['containerssets']
7370,103151,['haircare&styling']
7371,103152,"['utensilscrub-pad,glove']"
7372,103153,['quinoa&grains']
7373,103154,['bakewareaccessories']
7374,103155,"['notebooks,files,folders']"
7375,103156,['facecare']
7376,103157,['bathingbars&soaps']
7377,103158,['mukhwas']
7378,103159,['gingellyoil']
7379,103160,"['baking,cakedecorations']"
7380,103161,['otherpoojaneeds']
7381,103162,['cookwaresets']
7382,103163,['water&fridgebottles']
7383,103164,['water&fridgebottles']
7384,103165,['oats&porridge']
7385,103166,['water&fridgebottles']
7386,103167,['urad&otherdals']
7387,103168,['rawrice']
7388,103169,"[""men'sdeodorants""]"
7389,103170,['carpolish&cleaners']
7390,103171,"['currypaste,coconutmilk']"
7391,103172,"['pen,pencils']"
7392,103173,['babybath']
7393,103174,['gourmettea&teabags']
7394,103175,['internationalchocolates']
7395,103176,['bodycare']
7396,103177,['organicvegetables']
7397,103178,"['luxurychocolates,gifts']"
7398,103179,['thai&asiansauces']
7399,103180,['internationalcheese']
7400,103181,['facecare']
7401,103182,['otheredibleoils']
7402,103183,['blendedmasalas']
7403,103184,"[""men'sdeodorants""]"
7404,103185,['cereal&granolabars']
7405,103186,['dustcloth&wipes']
7406,103187,['herbs&seasoning']
7407,103188,['syrups&concentrates']
7408,103189,"['herbs,seasonings&rubs']"
7409,103190,['lunchboxes']
7410,103191,['dryfruits&berries']
7411,103192,['gourmetjuices&drinks']
7412,103193,['kids(5+yrs)']
7413,103194,['namkeen&savourysnacks']
7414,103195,['diapers']
7415,103196,"['organicrice,otherrice']"
7416,103197,['dryfish']
7417,103198,['regular&whitevinegar']
7418,103199,"['strainer,ladle,spatula']"
7419,103200,['heat&eatreadymeals']
7420,103201,['copperutensils']
7421,103202,['makeupaccessories']
7422,103203,['wallhooks&hangers']
7423,103204,['bathingbars&soaps']
7424,103205,['steellunchboxes']
7425,103206,['namkeen&savourysnacks']
7426,103207,['breakfast&snackmixes']
7427,103208,['facemasks&safetygears']
7428,103209,['shampoo&conditioner']
7429,103210,['babycreams&lotions']
7430,103211,['exoticsugar&salt']
7431,103212,['otherpoojaneeds']
7432,103213,['bathingbars&soaps']
7433,103214,['petcleaning&grooming']
7434,103215,['kitchentools&otheraccessories']
7435,103216,"['herbs,seasonings&rubs']"
7436,103217,['greentea']
7437,103218,['othervegpickle']
7438,103219,['steellunchboxes']
7439,103220,['roastedseeds&nuts']
7440,103221,['ayurveda']
7441,103222,['leaf&dusttea']
7442,103223,['aromatherapy']
7443,103224,['bathingbars&soaps']
7444,103225,['thai&asiansauces']
7445,103226,['shampoo&conditioner']
7446,103227,['umbrella']
7447,103228,['babypowder']
7448,103229,['bodycare']
7449,103230,['glassware']
7450,103231,['cheese']
7451,103232,"['detergentpowder,liquid']"
7452,103233,['eaudeparfum']
7453,103234,['muesli&ricecakes']
7454,103235,['coffee&pre-mix']
7455,103236,"['papads,readytofry']"
7456,103237,"['cups,mugs&tumblers']"
7457,103238,['facecare']
7458,103239,['sexualwellness']
7459,103240,['exoticsugar&salt']
7460,103241,['cereal&granolabars']
7461,103242,['floor&othercleaners']
7462,103243,['facecare']
7463,103244,['cereals&millets']
7464,103245,"['sooji,maida&besan']"
7465,103246,"['detergentpowder,liquid']"
7466,103247,['shampoo&conditioner']
7467,103248,['attar']
7468,103249,['rice&otherflours']
7469,103250,['facecare']
7470,103251,['colddrinks']
7471,103252,['toiletpaper']
7472,103253,['pettoys']
7473,103254,['chips&cornsnacks']
7474,103255,['shampoo&conditioner']
7475,103256,['exampads&pencilbox']
7476,103257,['petmeals&treats']
7477,103258,['coffee&pre-mix']
7478,103259,['coffee&pre-mix']
7479,103260,['plates&bowls']
7480,103261,['organicdryfruits']
7481,103262,['kitchentools&otheraccessories']
7482,103263,['organicmasalas&spices']
7483,103264,['namkeen&savourysnacks']
7484,103265,['frozenvegsnacks']
7485,103266,['lunchboxes']
7486,103267,['battery&electrical']
7487,103268,['eaudeparfum']
7488,103269,['adultdiapers']
7489,103270,['makeupaccessories']
7490,103271,"['papads,readytofry']"
7491,103272,['handwash&sanitizers']
7492,103273,['steelstoragecontainers']
7493,103274,['mouthwash']
7494,103275,['organic&coldpressoil']
7495,103276,['perfume']
7496,103277,['kadai&frypans']
7497,103278,['leaf&dusttea']
7498,103279,['containerssets']
7499,103280,['blendedmasalas']
7500,103281,['chips&cornsnacks']
7501,103282,['chocolates']
7502,103283,['teabags']
7503,103284,"['herbs,seasonings&rubs']"
7504,103285,['cookandserve']
7505,103286,['tawa&saucepan']
7506,103287,['facecare']
7507,103288,['importednoodles']
7508,103289,['games&calculators']
7509,103290,['facecare']
7510,103291,"['detergentpowder,liquid']"
7511,103292,['flours&pre-mixes']
7512,103293,['pastas&spaghetti']
7513,103294,['games&calculators']
7514,103295,['showergel&bodywash']
7515,103296,['gourmettea&teabags']
7516,103297,['juices']
7517,103298,"['kitchen,glass&drain']"
7518,103299,['dryfruits&berries']
7519,103300,"['healthy,bakedsnacks']"
7520,103301,['perfume']
7521,103302,['juices']
7522,103303,['facecare']
7523,103304,['supplements&proteins']
7524,103305,['sanitarynapkins']
7525,103306,['glassware']
7526,103307,['blendedmasalas']
7527,103308,['cookwaresets']
7528,103309,['toothbrush']
7529,103310,['bathingaccessories']
7530,103311,['coffee&pre-mix']
7531,103312,['facecare']
7532,103313,"['cutlery,spoon&fork']"
7533,103314,['babybath']
7534,103315,['bibs&napkins']
7535,103316,['cream&cheesespreads']
7536,103317,"['jams,marmalade,spreads']"
7537,103318,"['bakerybiscuits,cookies']"
7538,103319,"['papernapkin,tissuebox']"
7539,103320,"['detergentpowder,liquid']"
7540,103321,['tomatoketchup&sauces']
7541,103322,"['cookies,biscotti,wafer']"
7542,103323,['gourmettea&teabags']
7543,103324,['supplements&proteins']
7544,103325,['floor&othercleaners']
7545,103326,['tomatoes&vegetables']
7546,103327,['heat&eatreadymeals']
7547,103328,['kadai&frypans']
7548,103329,['bodycare']
7549,103330,"['healthy,bakedsnacks']"
7550,103331,['crackers&digestive']
7551,103332,['otherdryfruits']
7552,103333,"['toor,channa&moongdal']"
7553,103334,['choco&nutspread']
7554,103335,['candles&matchbox']
7555,103336,"[""men'sdeodorants""]"
7556,103337,['bathingbars&soaps']
7557,103338,['sippers&bottles']
7558,103339,['rawrice']
7559,103340,['dessertmixes']
7560,103341,['showergel&bodywash']
7561,103342,['chocolates']
7562,103343,"[""men'sdeodorants""]"
7563,103344,['flours&pre-mixes']
7564,103345,['shampoo&conditioner']
7565,103346,['otherpoojaneeds']
7566,103347,['dinnersets']
7567,103348,['importedcleaners']
7568,103349,"['currypaste,coconutmilk']"
7569,103350,['haircolor']
7570,103351,"['marshmallow,candy,jelly']"
7571,103352,['instantcoffee']
7572,103353,['chilli&soyasauce']
7573,103354,"[""women'sdeodorants""]"
7574,103355,"['papernapkin,tissuebox']"
7575,103356,['coffee&pre-mix']
7576,103357,['healthdrinks']
7577,103358,"['mops,wipers']"
7578,103359,"['organicedibleoil,ghee']"
7579,103360,['shampoo&conditioner']
7580,103361,['flours&pre-mixes']
7581,103362,['namkeen&savourysnacks']
7582,103363,['ayurveda']
7583,103364,"['pen,pencils']"
7584,103365,['exotic&flavouredtea']
7585,103366,"['organicedibleoil,ghee']"
7586,103367,['floor&othercleaners']
7587,103368,['chips&cornsnacks']
7588,103369,['milk&soyadrinks']
7589,103370,"[""men'sdeodorants""]"
7590,103371,['facecare']
7591,103372,['petfeedingsupport']
7592,103373,['kadai&frypans']
7593,103374,['frozenvegsnacks']
7594,103375,['flavoured&greekyogurt']
7595,103376,"['currypaste,coconutmilk']"
7596,103377,['handwash&sanitizers']
7597,103378,['nachos&chips']
7598,103379,['chips&cornsnacks']
7599,103380,['urad&otherdals']
7600,103381,['namkeen&savourysnacks']
7601,103382,['organicdals&pulses']
7602,103383,['ayurveda']
7603,103384,['pastas&spaghetti']
7604,103385,['icecreams']
7605,103386,['flours&pre-mixes']
7606,103387,"['bakerybiscuits,cookies']"
7607,103388,"['jams,marmalade,spreads']"
7608,103389,['steelstoragecontainers']
7609,103390,['trail&cocktailmixes']
7610,103391,['rawrice']
7611,103392,['shampoo&conditioner']
7612,103393,['facecare']
7613,103394,['pasta&macaroni']
7614,103395,['facecare']
7615,103396,['namkeen&savourysnacks']
7616,103397,['leaf&dusttea']
7617,103398,['internationalchocolates']
7618,103399,['bathingbars&soaps']
7619,103400,['bodycare']
7620,103401,['plates&tumblers']
7621,103402,['exampads&pencilbox']
7622,103403,['pastas&spaghetti']
7623,103404,['facecare']
7624,103405,['sanitarynapkins']
7625,103406,['lunchboxes']
7626,103407,['namkeen&savourysnacks']
7627,103408,['flours&pre-mixes']
7628,103409,['homebaking']
7629,103410,['eaudetoilette']
7630,103411,['dustcloth&wipes']
7631,103412,['flakes']
7632,103413,['organicdals&pulses']
7633,103414,"['pots,planters&trays']"
7634,103415,['chocolates']
7635,103416,['kitchentools&otheraccessories']
7636,103417,['roastedseeds&nuts']
7637,103418,"['sunflower,ricebranoil']"
7638,103419,"['cups,mugs&tumblers']"
7639,103420,['otheredibleoils']
7640,103421,['organicmasalas&spices']
7641,103422,['plates&tumblers']
7642,103423,['choppers&graters']
7643,103424,"['pen,pencils']"
7644,103425,['dryfruits&berries']
7645,103426,['shampoo&conditioner']
7646,103427,['toothbrush']
7647,103428,['cereals&millets']
7648,103429,['otheredibleoils']
7649,103430,['facecare']
7650,103431,['shampoo&conditioner']
7651,103432,['bathingbars&soaps']
7652,103433,['choco&nutspread']
7653,103434,['importednoodles']
7654,103435,['instantnoodles']
7655,103436,['gourmettea&teabags']
7656,103437,['facecare']
7657,103438,['bodysprays&mists']
7658,103439,['khari&creamrolls']
7659,103440,['supplements&proteins']
7660,103441,['juices']
7661,103442,['knives&peelers']
7662,103443,"['chocolate,peanutspread']"
7663,103444,['choco&nutspread']
7664,103445,['water&fridgebottles']
7665,103446,"['currypaste,coconutmilk']"
7666,103447,['coffee&pre-mix']
7667,103448,"['laundry,storagebaskets']"
7668,103449,['sippers&bottles']
7669,103450,['handwash&sanitizers']
7670,103451,['basmatirice']
7671,103452,['ayurveda']
7672,103453,['haircare&styling']
7673,103454,['eaudetoilette']
7674,103455,['breakfast&snackmixes']
7675,103456,"['cookies,biscotti,wafer']"
7676,103457,"['scissor,glue&tape']"
7677,103458,['ayurveda']
7678,103459,['frozennon-vegsnacks']
7679,103460,['bath&shower']
7680,103461,"['herbs,seasonings&rubs']"
7681,103462,"[""women'sdeodorants""]"
7682,103463,['babydishes&utensils']
7683,103464,['organicmasalas&spices']
7684,103465,['games&calculators']
7685,103466,['ayurveda']
7686,103467,['bathingaccessories']
7687,103468,"['bakerybiscuits,cookies']"
7688,103469,['moustache&beardcare']
7689,103470,"['luxurychocolates,gifts']"
7690,103471,['tools&accessories']
7691,103472,"['papads,readytofry']"
7692,103473,['facecare']
7693,103474,['gourmettea&teabags']
7694,103475,['frozennon-vegsnacks']
7695,103476,['showergel&bodywash']
7696,103477,['urad&otherdals']
7697,103478,['juices']
7698,103479,['airfreshener']
7699,103480,['airfreshener']
7700,103481,['lunchboxes']
7701,103482,['groundcoffee']
7702,103483,['eaudetoilette']
7703,103484,['games&calculators']
7704,103485,['showergel&bodywash']
7705,103486,['ayurveda']
7706,103487,"['brown,wheat&multigrain']"
7707,103488,['gourmettea&teabags']
7708,103489,"['aluminiumfoil,clingwrap']"
7709,103490,['gourmettea&teabags']
7710,103491,['tools&accessories']
7711,103492,"['marie,health,digestive']"
7712,103493,"[""men'sdeodorants""]"
7713,103494,['cut&peeledveggies']
7714,103495,['floor&othercleaners']
7715,103496,['talcumpowder']
7716,103497,['hairoil&serum']
7717,103498,['frozenvegsnacks']
7718,103499,"['cookingchocolate,cocoa']"
7719,103500,['dustbins']
7720,103501,['steellunchboxes']
7721,103502,['lunchboxes']
7722,103503,['dishwashbars&powders']
7723,103504,['diapers']
7724,103505,['bodycare']
7725,103506,['babybath']
7726,103507,"['cups,mugs&tumblers']"
7727,103508,['facecare']
7728,103509,"['olive,jalapeno,gherkin']"
7729,103510,['toothpaste']
7730,103511,"['wetwipe,pockettissues']"
7731,103512,['facecare']
7732,103513,['thai&asiansauces']
7733,103514,['face&body']
7734,103515,['airfreshener']
7735,103516,['ayurveda']
7736,103517,"[""men'sdeodorants""]"
7737,103518,['bibs&napkins']
7738,103519,['organicdals&pulses']
7739,103520,['water&fridgebottles']
7740,103521,['facecare']
7741,103522,['gourmetpopcorn']
7742,103523,['facecare']
7743,103524,['dishwashbars&powders']
7744,103525,"['flavoured,soyamilk']"
7745,103526,['teacakes&slicecakes']
7746,103527,['otheredibleoils']
7747,103528,['quinoa&grains']
7748,103529,['bodycare']
7749,103530,['buckets&mugs']
7750,103531,['handwash&sanitizers']
7751,103532,['toothbrush']
7752,103533,"[""women'sdeodorants""]"
7753,103534,"[""men'sdeodorants""]"
7754,103535,['chikki&gajjak']
7755,103536,['shampoo&conditioner']
7756,103537,['choppers&graters']
7757,103538,"['cups,mugs&tumblers']"
7758,103539,"['cups,mugs&tumblers']"
7759,103540,['containerssets']
7760,103541,['pastas&spaghetti']
7761,103542,['frozenvegsnacks']
7762,103543,['candles&matchbox']
7763,103544,['bodycare']
7764,103545,"['lemon,ginger&garlic']"
7765,103546,['supplements&proteins']
7766,103547,['urad&otherdals']
7767,103548,['honey&maplesyrup']
7768,103549,['almonds']
7769,103550,['cereal&granolabars']
7770,103551,"['paneer,tofu&cream']"
7771,103552,['facecare']
7772,103553,['everydaymedicine']
7773,103554,['lipcare']
7774,103555,['otherdryfruits']
7775,103556,['dryfruits&berries']
7776,103557,"['poha,sabudana&murmura']"
7777,103558,['glassware']
7778,103559,['shampoo&conditioner']
7779,103560,['tools&accessories']
7780,103561,['mangoes']
7781,103562,['games&calculators']
7782,103563,['herbs&seasoning']
7783,103564,['tawa&saucepan']
7784,103565,['shavingcare']
7785,103566,['herbs&seasoning']
7786,103567,['importedcleaners']
7787,103568,['giftboxes']
7788,103569,['facecare']
7789,103570,['water&fridgebottles']
7790,103571,['supplements&proteins']
7791,103572,['kadai&frypans']
7792,103573,['organicmasalas&spices']
7793,103574,['pastas&spaghetti']
7794,103575,['steelstoragecontainers']
7795,103576,['organicflours']
7796,103577,['frozenvegetables']
7797,103578,"['organicrice,otherrice']"
7798,103579,['water&fridgebottles']
7799,103580,['candles&matchbox']
7800,103581,['teacakes&slicecakes']
7801,103582,['toilet&otherbrushes']
7802,103583,['wholespices']
7803,103584,['shampoo&conditioner']
7804,103585,['umbrella']
7805,103586,['gourmettea&teabags']
7806,103587,['glassware']
7807,103588,['bodycare']
7808,103589,['water&fridgebottles']
7809,103590,['chips&cornsnacks']
7810,103591,['supplements&proteins']
7811,103592,['organicmasalas&spices']
7812,103593,['toiletcleaners']
7813,103594,['bathingbars&soaps']
7814,103595,['plates&bowls']
7815,103596,['freshsalads&sprouts']
7816,103597,['gourmettea&teabags']
7817,103598,['brooms&dustpans']
7818,103599,['facecare']
7819,103600,['cannedseafood']
7820,103601,['ayurveda']
7821,103602,['importedoats&porridge']
7822,103603,['chocolates']
7823,103604,['dustbins']
7824,103605,['dustcloth&wipes']
7825,103606,"['herbs,seasonings&rubs']"
7826,103607,['othervegpickle']
7827,103608,"['poha,sabudana&murmura']"
7828,103609,['beans&pulses']
7829,103610,['petcleaning&grooming']
7830,103611,['aromatherapy']
7831,103612,['apples&pomegranate']
7832,103613,['organicflours']
7833,103614,['pressurecookers']
7834,103615,['rice&otherflours']
7835,103616,['buckets&mugs']
7836,103617,['antiseptics&bandages']
7837,103618,['rice&otherflours']
7838,103619,['organicdryfruits']
7839,103620,['frozenvegetables']
7840,103621,['eaudetoilette']
7841,103622,"['olive,jalapeno,gherkin']"
7842,103623,['copperutensils']
7843,103624,"['laundry,storagebaskets']"
7844,103625,['instantnoodles']
7845,103626,['bathingaccessories']
7846,103627,['powderedspices']
7847,103628,['greentea']
7848,103629,['sugar&jaggery']
7849,103630,['roastedseeds&nuts']
7850,103631,['dryfruits&berries']
7851,103632,['plates&tumblers']
7852,103633,['blendedmasalas']
7853,103634,['roastedseeds&nuts']
7854,103635,['nachos&chips']
7855,103636,"[""men'sdeodorants""]"
7856,103637,['bowls&vessels']
7857,103638,['sanitarynapkins']
7858,103639,['plates&bowls']
7859,103640,"[""women'sdeodorants""]"
7860,103641,"['cookies,biscotti,wafer']"
7861,103642,['otherdryfruits']
7862,103643,['importedoats&porridge']
7863,103644,"['papernapkin,tissuebox']"
7864,103645,['blendedmasalas']
7865,103646,['namkeen&savourysnacks']
7866,103647,"['papads,readytofry']"
7867,103648,['kitchentools&otheraccessories']
7868,103649,['eyecare']
7869,103650,['steelstoragecontainers']
7870,103651,['organicvegetables']
7871,103652,['homebaking']
7872,103653,['coffee&pre-mix']
7873,103654,['bodysprays&mists']
7874,103655,['organicdals&pulses']
7875,103656,['nursingtools']
7876,103657,['blendedmasalas']
7877,103658,"['mops,wipers']"
7878,103659,['shampoo&conditioner']
7879,103660,['namkeen&savourysnacks']
7880,103661,['dishwashbars&powders']
7881,103662,['petmeals&treats']
7882,103663,['facecare']
7883,103664,"['hangers,clips&rope']"
7884,103665,['dinnersets']
7885,103666,['honey&maplesyrup']
7886,103667,['dryfruits&berries']
7887,103668,['flours&pre-mixes']
7888,103669,['importednoodles']
7889,103670,['carfreshener']
7890,103671,"['jams,marmalade,spreads']"
7891,103672,['healthdrinks']
7892,103673,['choppers&graters']
7893,103674,['trail&cocktailmixes']
7894,103675,['importedcleaners']
7895,103676,['candles&matchbox']
7896,103677,['aromatherapy']
7897,103678,['cut&peeledveggies']
7898,103679,['diapers']
7899,103680,['freshsalads&sprouts']
7900,103681,['roastedseeds&nuts']
7901,103682,['candles&matchbox']
7902,103683,['seasonalaccessories']
7903,103684,['breakfast&snackmixes']
7904,103685,['chips&cornsnacks']
7905,103686,['khari&creamrolls']
7906,103687,['glassware']
7907,103688,['bodycare']
7908,103689,['thai&asiansauces']
7909,103690,['handwash&sanitizers']
7910,103691,['dustbins']
7911,103692,['internationalchocolates']
7912,103693,['organicdals&pulses']
7913,103694,"[""men'sdeodorants""]"
7914,103695,['dinnersets']
7915,103696,"['milk,white&sandwich']"
7916,103697,['choppers&graters']
7917,103698,['organicdals&pulses']
7918,103699,['cookandserve']
7919,103700,['airfreshener']
7920,103701,"['jams,marmalade,spreads']"
7921,103702,['glassware']
7922,103703,['eaudeparfum']
7923,103704,['cashews']
7924,103705,['petmeals&treats']
7925,103706,['organicdals&pulses']
7926,103707,['bodycare']
7927,103708,['tofu']
7928,103709,['glassware']
7929,103710,['otherpoojaneeds']
7930,103711,['containerssets']
7931,103712,"['unsweetened,coldpress']"
7932,103713,['babyoralcare']
7933,103714,"[""women'sdeodorants""]"
7934,103715,['pressurecookers']
7935,103716,['internationalchocolates']
7936,103717,['dustbins']
7937,103718,['saladdressings']
7938,103719,['dryfruits&berries']
7939,103720,"['bathstool,basin&sets']"
7940,103721,['water&fridgebottles']
7941,103722,['facecare']
7942,103723,['pastas&spaghetti']
7943,103724,['juices']
7944,103725,['heat&eatreadymeals']
7945,103726,['heat&eatreadymeals']
7946,103727,['dryfruits&berries']
7947,103728,['organicmillet&flours']
7948,103729,['facecare']
7949,103730,['haircolor']
7950,103731,"['aerated,still,sparkling']"
7951,103732,"['agarbatti,incensesticks']"
7952,103733,['urad&otherdals']
7953,103734,['wallhooks&hangers']
7954,103735,['dryfruits&berries']
7955,103736,['thai&asiansauces']
7956,103737,['shavingcare']
7957,103738,['eaudeparfum']
7958,103739,['dryfruits&berries']
7959,103740,['petcleaning&grooming']
7960,103741,['powderedspices']
7961,103742,['water&fridgebottles']
7962,103743,['mukhwas']
7963,103744,['hairoil&serum']
7964,103745,['casserole']
7965,103746,['importedcleaners']
7966,103747,['facecare']
7967,103748,['bath&shower']
7968,103749,['dessertmixes']
7969,103750,['fertilizers&pesticides']
7970,103751,['eyecare']
7971,103752,['bodyscrubs&exfoliants']
7972,103753,"['cutlery,spoon&fork']"
7973,103754,['tools&accessories']
7974,103755,['thai&asiansauces']
7975,103756,['rusks']
7976,103757,"['laundry,storagebaskets']"
7977,103758,"['cookies,biscotti,wafer']"
7978,103759,['showergel&bodywash']
7979,103760,['facecare']
7980,103761,['garbagebags']
7981,103762,['containerssets']
7982,103763,['bathingbars&soaps']
7983,103764,['tomatoketchup&sauces']
7984,103765,['airfreshener']
7985,103766,['facecare']
7986,103767,['extravirginoliveoil']
7987,103768,"['flavoured,soyamilk']"
7988,103769,['thai&asiansauces']
7989,103770,['water&fridgebottles']
7990,103771,['ayurveda']
7991,103772,['freshfish']
7992,103773,['leaf&dusttea']
7993,103774,['shampoo&conditioner']
7994,103775,"['currypaste,coconutmilk']"
7995,103776,['cream&cheesespreads']
7996,103777,['gourmetjuices&drinks']
7997,103778,['coffee&pre-mix']
7998,103779,['bodysprays&mists']
7999,103780,"['chocolate,peanutspread']"
8000,103781,['shampoo&conditioner']
8001,103782,['facecare']
8002,103783,['herbs&seasoning']
8003,103784,['glassware']
8004,103785,['aromatherapy']
8005,103786,['ayurveda']
8006,103787,['bathingbars&soaps']
8007,103788,['cut&peeledveggies']
8008,103789,"['kiwi,melon,citrusfruit']"
8009,103790,"['laundry,storagebaskets']"
8010,103791,['talc']
8011,103792,['steelstoragecontainers']
8012,103793,"['organicrice,otherrice']"
8013,103794,['breakfast&snackmixes']
8014,103795,['internationalcheese']
8015,103796,['disinfectantspray&cleaners']
8016,103797,['hairoil&serum']
8017,103798,['facecare']
8018,103799,['namkeen&savourysnacks']
8019,103800,['glassware']
8020,103801,"['papads,readytofry']"
8021,103802,['coffee&pre-mix']
8022,103803,['gourmettea&teabags']
8023,103804,['toothpaste']
8024,103805,"['herbs,seasonings&rubs']"
8025,103806,['ayurveda']
8026,103807,['facecare']
8027,103808,"['herbs,seasonings&rubs']"
8028,103809,['lighters']
8029,103810,['water&fridgebottles']
8030,103811,"['luxurychocolates,gifts']"
8031,103812,['farmeggs']
8032,103813,['cookingpastes']
8033,103814,['blendedmasalas']
8034,103815,['plates&bowls']
8035,103816,"['bakerybiscuits,cookies']"
8036,103817,['floor&othercleaners']
8037,103818,['roastedseeds&nuts']
8038,103819,['hairoil&serum']
8039,103820,['facemasks&safetygears']
8040,103821,"[""men'sdeodorants""]"
8041,103822,['ayurveda']
8042,103823,['racks&holders']
8043,103824,['water&fridgebottles']
8044,103825,['pressurecookers']
8045,103826,['organicflours']
8046,103827,"['bakerybiscuits,cookies']"
8047,103828,['water&fridgebottles']
8048,103829,['crackers&digestive']
8049,103830,['blendedmasalas']
8050,103831,['facecare']
8051,103832,['tawa&saucepan']
8052,103833,"[""men'sdeodorants""]"
8053,103834,['plates&tumblers']
8054,103835,['dryfruits&berries']
8055,103836,['blendedmasalas']
8056,103837,"['strainer,ladle,spatula']"
8057,103838,['muesli&ricecakes']
8058,103839,['shavingcare']
8059,103840,['salts']
8060,103841,['containerssets']
8061,103842,['aromatherapy']
8062,103843,['toothpaste']
8063,103844,['dryfruits&berries']
8064,103845,['toothpaste']
8065,103846,['gourmeticecream']
8066,103847,['balsamic&cidervinegar']
8067,103848,"['pen,pencils']"
8068,103849,['mustard&cheesesauces']
8069,103850,['otheredibleoils']
8070,103851,['steelstoragecontainers']
8071,103852,['giftsets']
8072,103853,['kitchentools&otheraccessories']
8073,103854,['organicdals&pulses']
8074,103855,['balsamic&cidervinegar']
8075,103856,['plates&tumblers']
8076,103857,['ayurveda']
8077,103858,['namkeen&savourysnacks']
8078,103859,['mukhwas']
8079,103860,"['mops,wipers']"
8080,103861,['blendedmasalas']
8081,103862,['petcleaning&grooming']
8082,103863,['gourmeticecream']
8083,103864,['saltedbiscuits']
8084,103865,['chocolates']
8085,103866,['shavingcare']
8086,103867,['colours&crayons']
8087,103868,['pressurecookers']
8088,103869,['breakfast&snackmixes']
8089,103870,['urad&otherdals']
8090,103871,['shampoo&conditioner']
8091,103872,['gourmettea&teabags']
8092,103873,['organicvegetables']
8093,103874,"['papads,readytofry']"
8094,103875,['seasonalaccessories']
8095,103876,['plates&tumblers']
8096,103877,"['cookies,biscotti,wafer']"
8097,103878,"[""men'sdeodorants""]"
8098,103879,['importedoats&porridge']
8099,103880,['choco&nutspread']
8100,103881,"['lemon,ginger&garlic']"
8101,103882,['handwash&sanitizers']
8102,103883,"['cookies,biscotti,wafer']"
8103,103884,['bodysprays&mists']
8104,103885,['ayurveda']
8105,103886,['facecare']
8106,103887,['dryfruits&berries']
8107,103888,['lunchboxes']
8108,103889,"['jams,marmalade,spreads']"
8109,103890,['toiletcleaners']
8110,103891,['pantyliners']
8111,103892,['chickensausages']
8112,103893,['aromatherapy']
8113,103894,['bodycare']
8114,103895,['syrups&concentrates']
8115,103896,['vinegar']
8116,103897,['milk']
8117,103898,"[""men'sdeodorants""]"
8118,103899,['blendedmasalas']
8119,103900,"['croissants,bagels']"
8120,103901,['muesli']
8121,103902,['babywipes']
8122,103903,['buckets&mugs']
8123,103904,['candles&matchbox']
8124,103905,['saladdressings']
8125,103906,"['organicrice,otherrice']"
8126,103907,['airfreshener']
8127,103908,['facecare']
8128,103909,['teabags']
8129,103910,['ayurveda']
