product_id,product_name,short_description
4564,100345,Dog Cleanser - Erina Coat,['petcleaning&grooming']
4565,100346,"Deodorant Roll On - Deep Impact Freshness, 48 h Anti Perspirant Freshness","[""men'sdeodorants""]"
4566,100347,Colocasia - Organically Grown,['organicvegetables']
4567,100348,Almond Carrier Cream,['bodycare']
4568,100349,Nutritivo Pomegranate Radiant Glow Night Cream,['facecare']
4569,100350,Fruit Power - Mixed Fruits,['juices']
4570,100351,Shower Gel - Peach & Avocado,['showergel&bodywash']
4571,100352,Keora water - Authentic flavour for  Briyani's and Desserts,['homebaking']
4572,100353,Tea - Strong,['leaf&dusttea']
4573,100354,Natural Hair Strengthening Oil,['hairoil&serum']
4574,100355,Rose Water Soap,['bathingbars&soaps']
4575,100356,Skin Lightening Face Wash - Sulphate Free,['facecare']
4576,100357,Safe Hair Color - Soft Black,['haircolor']
4577,100358,Bakery Biscuit - Tooti Fruity,"['bakerybiscuits,cookies']"
4578,100359,Pork Premium Bacon,['pork&ham']
4579,100360,Signature Dark Temptation - No Gas Body Deodorant For Men,"[""men'sdeodorants""]"
4580,100361,Espresso Body Scrub - With Coffee & Walnut Shell Powder,['bodyscrubs&exfoliants']
4581,100362,"Tiffin Set - With 2 Containers, Thermosteel, Insulated, Yellow, Vector Deluxe",['lunchboxes']
4582,100363,Namkeen - Masala Peanut,['namkeen&savourysnacks']
4583,100364,"Steel Bowl - No. 8, Conical",['bowls&vessels']
4584,100365,"Roopchand Fish - Slice, Preservative Free, 10-14 pcs",['freshfish']
4585,100366,"Cheese - Cheddar With Chillies, Block",['internationalcheese']
4586,100367,American Sour Cream and Onion Spice Mix,"['herbs,seasonings&rubs']"
4587,100368,XXX Non Gas Deodorant,"[""men'sdeodorants""]"
4588,100369,Gems Premium Incense Sticks - Economy Pack,"['agarbatti,incensesticks']"
4589,100370,Gluten-Free Masala Jowar Upma Mix,['flours&pre-mixes']
4590,100371,Imitation Badger Shaving Brush,['shavingcare']
4591,100372,7 O Clock Razor - Sterling,['shavingcare']
4592,100373,Sparkling White Toothpaste,['toothpaste']
4593,100374,"Transparent Button Folder - 14"" x 10"" With Snap Button Cover","['scissor,glue&tape']"
4594,100375,Daily Choco Almond Bar,['granola&cerealbars']
4595,100376,Fresh Start Oil Clear Strawberry Face Wash,['facecare']
4596,100377,Falooda Mix Mango,['homebaking']
4597,100378,Tuna Tomato Rice - Ready to Eat,['heat&eatreadymeals']
4598,100379,Caramel & Cedarwood Moisturizer - Mini,['facecare']
4599,100380,Jelly - Assorted,"['marshmallow,candy,jelly']"
4600,100381,Brightening & Firming Eye Serum,['eyecare']
4601,100382,Nourish & Replenish Shampoo & Conditioner Combo Pack With Philips Hair Dryer,['shampoo&conditioner']
4602,100383,Spread - Peach,"['jams,marmalade,spreads']"
4603,100384,Icon Gold Eau De Parfum,['eaudeparfum']
4604,100385,Dhanwantharam Thailam,['ayurveda']
4605,100386,Organic Pesticide & Fungicide,['fertilizers&pesticides']
4606,100387,Ghee/Tuppa,['ghee&vanaspati']
4607,100388,Diaper Pants - New Baby,['diapers']
4608,100389,Ragi Bites - Choco Poco,['kidscereal']
4609,100390,Pickle - Ginger,['othervegpickle']
4610,100391,Pickle - Mix Vegetable,['othervegpickle']
4611,100392,Red Velvet Cake,['teacakes&slicecakes']
4612,100393,Disney Belle Princess Double Wall Insulated Kids Sipper Bottle,['lunchboxes']
4613,100394,Glass Water Bottle With White Cap - BB1245WHT,['water&fridgebottles']
4614,100395,"Cotton Enriched Toilet Paper - Deluxe, 3 Ply","['papernapkin,tissuebox']"
4615,100396,Microfibre Duster,['dustcloth&wipes']
4616,100397,Papaya Facial Kit - Blister Pack,['facecare']
4617,100398,Malabar Trevally Fish (Medium) - Boneless,['freshfish']
4618,100399,Karpooradi Thailam,['ayurveda']
4619,100400,RTE BUTTER POPCORN PP,['chips&cornsnacks']
4620,100401,Pineapple Economy Long Box - FG06724,"['agarbatti,incensesticks']"
4621,100402,Dust Pan - Excel,['brooms&dustpans']
4622,100403,Beard & Mooch Wax - Strong Hold,['moustache&beardcare']
4623,100404,"Chai/Bonechina Coffee Mug - Multicolour, Polka Print","['cups,mugs&tumblers']"
4624,100405,Thandai Milk Shake Powder,['milk&soyadrinks']
4625,100406,"Sun Shield - Bio Micro Gold Matte Cream, SPF 30",['facecare']
4626,100407,Orange Salsa Gold Ice Cream,['icecreams']
4627,100408,Super Glue,"['scissor,glue&tape']"
4628,100409,Nilgiris Green Tea - Anicca Chamomile,['teabags']
4629,100410,Cracker Sandwich - Butter Flavour,"['cookies,biscotti,wafer']"
4630,100411,Extra Virgin Coconut Oil,['flavoured&otheroils']
4631,100412,Orange Drink Powder,['gourmetjuices&drinks']
4632,100413,Honey Fig Cake,['teacakes&slicecakes']
4633,100414,"Aluminium Pressure Cooker - Super BLK Plus, Induction Base, Hard Anodised, Black",['pressurecookers']
4634,100415,Italian Dressing - 81% less fat,['saladdressings']
4635,100416,Kitchen King Masala,['blendedmasalas']
4636,100417,Peri Peri Chickpeas,"['healthy,bakedsnacks']"
4637,100418,Naturals Hair Oil - Jasmine,['hairoil&serum']
4638,100419,Store In Food Keeper/ Plastic Container,['containerssets']
4639,100420,Double Walled Glass Bottle With Pink Cap - BB1241,['water&fridgebottles']
4640,100421,"Dry Cat Food - Chicken Flavour, For Adult Cats, +1 Year",['petmeals&treats']
4641,100422,Moisturising Cow's Ghee Soap,['bathingbars&soaps']
4642,100423,Dziner Empire Bamboo Tree Juice Water Glass,['glassware']
4643,100424,Creme Care Soap - For Hands & Body,['bathingbars&soaps']
4644,100425,Fairy Oil,['aromatherapy']
4645,100426,Blossom Arabian Jasmine Face & Body Mist,['facecare']
4646,100427,Banana - Poovan,"['banana,sapota&papaya']"
4647,100428,Milk Choco Spread,['choco&nutspread']
4648,100429,Life On Coconut Shampoo & Shower Gel,['showergel&bodywash']
4649,100430,Deodorant Spray - Women Chastity,"[""women'sdeodorants""]"
4650,100431,Earl Grey Bergamot Green Tea - Loose Leaf,['gourmettea&teabags']
4651,100432,Natirel Raw Banana Flour,['flours&pre-mixes']
4652,100433,Britannia Pav,"['buns,pavs&pizzabase']"
4653,100434,Flask Ceramic Milk & Coffee Mug ZS-FL-04,"['cups,mugs&tumblers']"
4654,100435,Square Dish With Handle - IH22DH16180,['glassware']
4655,100436,"Skin Superfood - Advanced Plant Based Formula, Blueberry & Lemon Flavour",['healthdrinks']
4656,100437,Classico - Pure Olive Oil,"['pure,pomaceoliveoil']"
4657,100438,Mixed Fruit Face Wash,['facecare']
4658,100439,Jeera/Cumin Powder,['blendedmasalas']
4659,100440,Perfume Body Spray - Enchanted Beauty For Women,['bodysprays&mists']
4660,100441,"Face Mask GP95+ - White, Small",['facemasks&safetygears']
4661,100442,Kanda Poha,"['organicrice,otherrice']"
4662,100443,Amaze Body Deodorant,"[""men'sdeodorants""]"
4663,100444,Coffee Sticks - Premium,['crackers&digestive']
4664,100445,Hakka Noodles - Tomato,['hakkanoodles']
4665,100446,Styling Wax For Men - Clean Cut Shine,['haircare&styling']
4666,100447,Shoe Polish - Dark Tan Leather,['shoepolish']
4667,100448,Nescafe - Cap Colombie Coffee,['coffee&pre-mix']
4668,100449,"OatWOW Classic - Dairy-Free Oat Milk, Naturally Sweet and Creamy, Lactose-Free",['milk&soyadrinks']
4669,100450,"Printed Fabric Pencil Pouch - Blue & Black, BB1265DBLU",['exampads&pencilbox']
4670,100451,Self Stick Bulletin Board,['books&magazines']
4671,100452,Organic - Jaggery/Bella,"['organicsugar,jaggery']"
4672,100453,"Olives - Black, Pitted","['olive,jalapeno,gherkin']"
4673,100454,Jeera/Jeerige - Pesticide Free,['wholespices']
4674,100455,Anytime Moisturizing Cream,['facecare']
4675,100456,Ready Meals - Dal Tadka,['heat&eatreadymeals']
4676,100457,"Pumpkin Seeds - Roasted, Salted",['roastedseeds&nuts']
4677,100458,Cheddar Cheese Spread - Capsicum,['cheese']
4678,100459,Face Wash - Dark Spot Reduction,['face&body']
4679,100460,Hair Fall Defense Shampoo,['shampoo&conditioner']
4680,100461,Real Nature Kelp Face Mask,['facecare']
4681,100462,Marvel Avengers Polyester Round Shaped Pencil Bag - HMHTPB 73279-AV,['exampads&pencilbox']
4682,100463,Chicken Nuremberg,['chickensausages']
4683,100464,Natural Fairness Natural Ayurvedic Saffron Face Wash,['facecare']
4684,100465,Prune Juice,['gourmetjuices&drinks']
4685,100466,Ruskit - Milk Rusk,"['marie,health,digestive']"
4686,100467,Brahmi Pearls,['ayurveda']
4687,100468,Triphala Capsules,['supplements&proteins']
4688,100469,Gourmets Delite  Wafers - Chocolate 75 gm Pouch,"['cookies,biscotti,wafer']"
4689,100470,Quick Spin Mop,"['mops,wipers']"
4690,100471,Shiny Steel,['importedcleaners']
4691,100472,Damsel Essential For Women,['eaudetoilette']
4692,100473,"Steam Inhaler Vaporizer, 3-in-1 Cough Steamer Cum Vaporizer, Nozzle Inhaler & Facial Sauna - Assorted Colours",['everydaymedicine']
4693,100474,"Creme - Non Greasy Moisturizer Cream for Face, Body & Hands",['face&body']
4694,100475,Restorative Under Eye Cream,['eyecare']
4695,100476,"Fairness Cream - With Saffron, Aloe Vera & Turmeric Extracts",['facecare']
4696,100477,Cooling Teether - Star,['soothers&teethers']
4697,100478,Dhania,['powderedspices']
4698,100479,Golden Glow Cream,['facecare']
4699,100480,Anti Hairfall Shampoo,['shampoo&conditioner']
4700,100481,"Nutrition Drink - Health, Energy & Sports",['kids(5+yrs)']
4701,100482,Face Wash - 100% Oil Clear,['face&body']
4702,100483,"Plastic Bottle - Narrow Neck, Brown, Apollo, 20381BR",['water&fridgebottles']
4703,100484,All Time Plastic Polka Masala Container - Transparent,['containerssets']
4704,100485,Green Pitted Olives,"['olive,jalapeno,gherkin']"
4705,100486,Scrub Pad - With Aloxide Xtra Tough,"['utensilscrub-pad,glove']"
4706,100487,Skin Fruits Brightening Lemon Face Wash,['facecare']
4707,100488,Cheese Popcorn - Sriracha Lime,['gourmetpopcorn']
4708,100489,Quark Cheese,['internationalcheese']
4709,100490,Synthetic Paint Brush - Round,['colours&crayons']
4710,100491,Minute Garlic Rasam,['heat&eatreadymeals']
4711,100492,Open Square Dustbin / Garbage Bin Bucket - Blue Colour,['dustbins']
4712,100493,Food Colour - Red,"['baking,cakedecorations']"
4713,100494,Party Wafers - Cocoa Cream,"['cookies,biscotti,wafer']"
4714,100495,Heel Repair Ayurvedic Foot Care Cream,['bodycare']
4715,100496,"Regal Plastic Stool - Medium Printed, Assorted Color","['bathstool,basin&sets']"
4716,100497,"Red Chilli - Long, Pesticide Free",['wholespices']
4717,100498,Grape Fruit - Indian,"['kiwi,melon,citrusfruit']"
4718,100499,"Sugar Sensation Foot File - Sky Blue, Colour May Vary",['bathingaccessories']
4719,100500,Chicken Seekh Kabab - Lahori,['chickensausages']
4720,100501,Chifferi Rigati,['pastas&spaghetti']
4721,100502,Dough Set - Assorted Colours,['games&calculators']
4722,100503,"Lavender White Tea - Richest In Antioxidants, Pure Tea Buds, Long Leaf Pyramid Bags",['gourmettea&teabags']
4723,100504,"Loofah/Sponge Scrubber/Body Bath - Dual Side, Cream, BH-060 CRM",['bathingaccessories']
4724,100505,NHS 840 Pro Shine Hair Straightener,['tools&accessories']
4725,100506,Bio Farm Organic Fertiliser,['fertilizers&pesticides']
4726,100507,Pure Melamine Urmi Dinner Plate - Golden Leaves,['plates&bowls']
4727,100508,Herbal Pure Rose Water Skin Toner,['facecare']
4728,100509,Ginger Mulethi Lemon,['leaf&dusttea']
4729,100510,Powder - Heeng,['organicmasalas&spices']
4730,100511,"Yoghurt Drink - Alphonso Mango, No sugar added, All natural",['healthdrinks']
4731,100512,Kadak Masala Chai Tea CTC,['gourmettea&teabags']
4732,100513,Dairy Milk - Imported,['internationalchocolates']
4733,100514,Triphala Churna Powder,"['herbs,seasonings&rubs']"
4734,100515,Fruits & Nuts Storage Glass Bowl,['glassware']
4735,100516,De-Tan Facewash For Men,['face&body']
4736,100517,Whey Protein,"['baking,cakedecorations']"
4737,100518,Serie Expert A-OX Vitamino Color Protecting Shampoo,['shampoo&conditioner']
4738,100519,Chicken Breast Ham Chilli,['chickensausages']
4739,100520,Awadhi Lazzat Ul Taam/Potli Ka Masala,"['currypaste,coconutmilk']"
4740,100521,Sweet Coffee,['coffee&pre-mix']
4741,100522,Potato Crisp Chips - Hot & Spicy,['nachos&chips']
4742,100523,Palette Intensive Color Cream - 4-60 Lustrous Medium Brown,['haircolor']
4743,100524,"Baby Bed Protector - Plain Print, Pink",['babyhealth']
4744,100525,Microwave Popcorn - Cheese,['gourmetpopcorn']
4745,100526,Neem Mud Pack,['ayurveda']
4746,100527,Bajra Daliya - Pesticide Free,['rice&otherflours']
4747,100528,Sunrise Brightening Facial Cleanser,['facecare']
4748,100529,Yam - Sliced,['cut&peeledveggies']
4749,100530,Organic Kanchipuram Idly Mix,['breakfast&snackmixes']
4750,100531,Packaged Drinking Water,['packagedwater']
4751,100532,"Unsweetened Peanut Butter - 100% Natural, Crunchy","['chocolate,peanutspread']"
4752,100533,Baby Massage Oil,['babyoil&shampoo']
4753,100534,Earl Grey Black Tea,['gourmettea&teabags']
4754,100535,Protein Rich Multi Dal Chilla Mix,['breakfast&snackmixes']
4755,100536,"Cheerios - 100% Whole Grain Oats-Gluten Free, Imported",['gourmetflakes']
4756,100537,Blu Dreams EDP Fougere Perfume For Men,['eaudeparfum']
4757,100538,"Star Premium Multipurpose Plastic Basket - Small, Medium & Big","['laundry,storagebaskets']"
4758,100539,Anti-Lice Treatement Hair Oil,['hairoil&serum']
4759,100540,Gentle & Soft Deep Pore Cleanser,['facecare']
4760,100541,Ragi Bites -  Choco/Vanilla Fills,['kidscereal']
4761,100542,Powder - Chaat Masala,"['herbs,seasonings&rubs']"
4762,100543,Instant Pasta - Masala Twist,['instantpasta']
4763,100544,Seasoning - Red Onion Powder,['herbs&seasoning']
4764,100545,"Xpress Eats, Ready-to-Eat Dal Makhani",['heat&eatreadymeals']
4765,100546,Pickle - Gooseberry,['othervegpickle']
4766,100547,Youth Eternity Day Cream,['facecare']
4767,100548,Borosilicate Mixing Bowl Set Without Lid,['glassware']
4768,100549,Honey Facial Massage Gel,['facecare']
4769,100550,Refined Palmolein Oil - Imported,['otheredibleoils']
4770,100551,Jars - Cube,['containerssets']
4771,100552,"Home Mate Garbage Bag - Black, Oxo-Bio-Degradable Roll, 36X48, 50 Micron",['garbagebags']
4772,100553,"Glass Bottle With Plastic Outer - Sky Blue, BB1314",['water&fridgebottles']
4773,100554,"Cashew/Kaju Whole 500gm + Raisins Indian 500gm+Almond Californian, Giri 500gm",['cashews']
4774,100555,After Shave Lotion - Dark Tempation,['shavingcare']
4775,100556,Dark Roast Brew Coffee 135 g (Set of 3) + Dark Roast Brew Packs 255 g (Set of 5),['coffee&pre-mix']
4776,100557,Perfecta Ultra Silky Drai Sanitary Napkins,['sanitarynapkins']
4777,100558,Chinese Cabbage,['exoticvegetables']
4778,100559,Cookies - Oatmeal (Sugar Free),['cookies']
4779,100560,"Toothbrush - Complete Expert, Medium",['toothbrush']
4780,100561,Mathura Chaat Masala,['blendedmasalas']
4781,100562,Sandalwood & Saffron Facial Ubtan Pack - Soothing & After Glow,['facecare']
4782,100563,Green Tea Face Mask+E Luminence Moisturizing Cream,['facecare']
4783,100564,Peanut Satay Sauce,"['currypaste,coconutmilk']"
4784,100565,Corn - Whole Kernel,['cannedfood']
4785,100566,"Utility Glass Jar - Spice, Pickle",['containerssets']
4786,100567,Cow Ghee/Tuppa - A2 Gir Bilona,['ghee&vanaspati']
4787,100568,Murumuru Butter & Rose Aroma Blooming Colour Conditioner,['shampoo&conditioner']
4788,100569,Pickle - Lime,['lime&mangopickle']
4789,100570,Cinnamon/Chakke Powder,['herbs&seasoning']
4790,100571,Nari Sakhi Capsule,['ayurveda']
4791,100572,100% Pure Honey - Infused With Litchi,['honey']
4792,100573,Masala - Shami Kabab,['blendedmasalas']
4793,100574,"Almond/Badam - Californian, Giri",['almonds']
4794,100575,"Menstrual Cup - Size Small, Up to age of 25 Years or before Childbirth",['tampons&menstrualcups']
4795,100576,FunFoods Spicy Vinegar,['vinegar']
4796,100577,"Beans - French, Ring","['beans,brinjals&okra']"
4797,100578,Nourishing Winter Lotion - Almond & Honey,['bodycare']
4798,100579,100% Pure Honey,['honey']
4799,100580,Cheese - Natural Cheddar,['cheese']
4800,100581,Assam Loose Black Tea,['gourmettea&teabags']
4801,100582,Kumkumadi Oil,['hairoil&serum']
4802,100583,Oil Formula 1 With 25 cc,['everydaymedicine']
4803,100584,"Non-Stick Heavy Gauge Frying Pan With Glass Lid - 24 Cm, Red",['kadai&frypans']
4804,100585,"Steel Spoon set - Tea, Monde","['cutlery,spoon&fork']"
4805,100586,Dried Cranberries,['dryfruits&berries']
4806,100587,Sunshine Insulated Water Bottle - Yellow,['water&fridgebottles']
4807,100588,Pet Jar - Crystal Square,['containerssets']
4808,100589,Star Anise Doodh Shot,"['flavoured,soyamilk']"
4809,100590,Stapler HP-10,"['notebooks,files,folders']"
4810,100591,"Baby Lotion - Mineral Based Sunscreen, 0-5 years",['babycreams&lotions']
4811,100592,Pickle - Gongura,['othervegpickle']
4812,100593,"Green Tea - Mint, Whole Leaf",['greentea']
4813,100594,Borosilicate Tempered Glass Mixing Bowl,['glassware']
4814,100595,Universal Hooks - Square In Color White,['wallhooks&hangers']
4815,100596,Cashew - Lightly Salted & Roasted,['roastedseeds&nuts']
4816,100597,Cranberry Almond Fusion,['trail&cocktailmixes']
4817,100598,Vanilla Soap Case - Brown,['soapcases&dispensers']
4818,100599,"Perfume Body Spray - Super Saver Pack, 2 Voyage & 1 Neo","[""men'sdeodorants""]"
4819,100600,Sweet Basil Essential Oil,['aromatherapy']
4820,100601,Quadratini Wafer Cookies - Vanilla,"['cookies,biscotti,wafer']"
4821,100602,Everyday Ritual Set,['bathsalts&oils']
4822,100603,Long Grain Rice,['basmatirice']
4823,100604,Mixed Fruit Jam,"['jam,conserve,marmalade']"
4824,100605,Roasted Almonds - Smoky Barbeque,['dryfruits&berries']
4825,100606,Almond & Honey Nourishing Foaming Face Wash,['facecare']
4826,100607,Blossom Printed Plastic Dustbin / Garbage Bin - White & Pink,['dustbins']
4827,100608,"Toothpaste - Active Salt Saver Pack, Salt & Minerals",['toothpaste']
4828,100609,Green Coffee Beans - Unroasted Arabica,['coffee&pre-mix']
4829,100610,"100% Natural & Pure Groundnut Oil - Unrefined, Cold-Pressed",['otheredibleoils']
4830,100611,"Steel Deep Dabba/Storage Container  - No. 13, Diamond",['steelstoragecontainers']
4831,100612,Acne Face Wash For Oily & Acne Prone Skin -  With Magnolia Bark Power,['face&body']
4832,100613,Real Nature Lemon Face Mask,['facecare']
4833,100614,Total Effects 7-In-1 - Anti-Ageing Night Skin Cream,['facecare']
4834,100615,Cuppa Noodles - Masala,['cupnoodles']
4835,100616,2 Ply Toilet Tissue Roll,['toiletpaper']
4836,100617,Masala - Vatha Kulambu,['blendedmasalas']
4837,100618,Flax Seeds,['quinoa&grains']
4838,100619,Black Cherry Preserve,"['jams,marmalade,spreads']"
4839,100620,Aloo Bhujia,['namkeen&savourysnacks']
4840,100621,Pickle - Garlic,['othervegpickle']
4841,100622,Sha Clove Pimple Cream,['facecare']
4842,100623,Bio Rejuvenating Vetiver,['perfume']
4843,100624,Tomato Knife - Swift,['knives&peelers']
4844,100625,Pumpkin - Disco,"['gourd,pumpkin,drumstick']"
4845,100626,Sumac Powder,['supplements&proteins']
4846,100627,Macaroni Elbow Pasta,['pasta&macaroni']
4847,100628,Wicked 85% Dark Chocolate,['internationalchocolates']
4848,100629,Perfume Spray - Voyage,"[""men'sdeodorants""]"
4849,100630,Perfumed Herbal Phenyle - White,['floor&othercleaners']
4850,100631,Granola Varity Pack,['granola&cerealbars']
4851,100632,Flea & Tick Shampoo,['petcleaning&grooming']
4852,100633,Signature Champion No Gas Body Deodorant For Men,"[""men'sdeodorants""]"
4853,100634,100% Melamine Noodle Bowl - Red,['plates&bowls']
4854,100635,"Chota Bheem Zip Pouch - 2 Compartment With Coloured Liner, Assorted Colour",['exampads&pencilbox']
4855,100636,Vitamin E Body Cream,['bodycare']
4856,100637,Amla Goli,"['marshmallow,candy,jelly']"
4857,100638,Sauce - Garlic Chilli,['thai&asiansauces']
4858,100639,542 Timex Clip Punchless File F/S,"['notebooks,files,folders']"
4859,100640,Ultra Matic Detergent Washing Powder,"['detergentpowder,liquid']"
4860,100641,Baby Diapers & Sanitary Disposal Bag,['diapers']
4861,100642,Gulab Mix - Mouth Freshener,['mukhwas']
4862,100643,Sugarfree Cookies - Oatmeal,['crackers&digestive']
4863,100644,GoldWinner Oil 1L + Tasties Panipuri Onion + Potato Cube + Garlic Tube-150g each,"['sunflower,ricebranoil']"
4864,100645,Breathe Easy Vapour Roll - On For Babies,['babyhealth']
4865,100646,Tomato Rice - Ready to Eat,['heat&eatreadymeals']
4866,100647,Marvel Avengers Kids Plastic Lunch Box With Detachable Steel Tray,['lunchboxes']
4867,100648,Khatai - Badam,"['bakerybiscuits,cookies']"
4868,100649,Burger - Chips,"['olive,jalapeno,gherkin']"
4869,100650,Amber Woman Deodorant,"[""women'sdeodorants""]"
4870,100651,Cotton Scarf Mask - Sage Abstract,['facemasks&safetygears']
4871,100652,Sriracha Sauce,"['currypaste,coconutmilk']"
4872,100653,Gems Home Treats Pack,"['toffee,candy&lollypop']"
4873,100654,Foot Powder Strong,['talc']
4874,100655,Madhushoonya Ras,['ayurveda']
4875,100656,Daily Moisturising Cream,['face&body']
4876,100657,Water/Juice Glass - Lyra Diamond,['glassware']
4877,100658,"Plastic Snacker Round Container - Big, Brown",['containerssets']
4878,100659,Apple Cider Vinegar With Cinnamon & Fenugreek,['balsamic&cidervinegar']
4879,100660,MaxFresh Orange Spicy Fresh Gel Toothpaste - Sunrisers Hyderabad Special Edition Pack,['toothpaste']
4880,100661,Wafer Rolls - Strawberry Flavor,['creambiscuits&wafers']
4881,100662,"Face Mask - Ultra-Light Contoured Fit, Small, Dark Green",['facemasks&safetygears']
4882,100663,"Bath Loofah - Bittersweet Orange, Colour May Vary",['bathingaccessories']
4883,100664,"Smart LED Bulb - 7 Watt, Wi-Fi Enabled, Multicolour (SSK-SMW 7W)",['cfl&ledbulbs']
4884,100665,Agarbathi - Variety Combi Pcke Pure,"['agarbatti,incensesticks']"
4885,100666,Immune Yogue Junior - Natural Ayurvedic Immunity Booster for Kids,['ayurveda']
4886,100667,Melamine Leaf Snack Set - Emerald,['plates&bowls']
4887,100668,GIR Cow Ghee/Tuppa - A2 Milk (Vedic Bilona Method),['ghee&vanaspati']
4888,100669,Quinoa,['cereals&millets']
4889,100670,Cheese Balls,['chips&cornsnacks']
4890,100671,"Face Pack - Bio Fruit Spot Lightening, Bxl Cellular",['facecare']
4891,100672,100% Anti Hangover Drink - Blackberry,['gourmetjuices&drinks']
4892,100673,"Stainless Steel Lunch Box/Tiffin Set - Blue, BB 577 1",['lunchboxes']
4893,100674,Active - Goodness Of Olive Oil,['blendedcookingoils']
4894,100675,"Sponge Wiper - Window & Glass Clean, Small, With Plastic Stick","['mops,wipers']"
4895,100676,Popcorn - Mixin Tomato Salsa,['chips&cornsnacks']
4896,100677,Orchid Coffee/Milk Mug - Happiness Is Wonderful Friends,"['cups,mugs&tumblers']"
4897,100678,20g Whey Protein Bar - Coconut,['cereal&granolabars']
4898,100679,"Toilet Tissue Paper - Elegant Perfumed, 3Ply, Imported","['papernapkin,tissuebox']"
4899,100680,Roasted Peanuts - Nimboo Pudina,['namkeen&savourysnacks']
4900,100681,Nacho Crisps - Barbeque,['nachos&chips']
4901,100682,"LED Bulb - 9 Watt,  Cool Day Light, Base B22D",['cfl&ledbulbs']
4902,100683,Agar Agar Powder - Vegetarian Gelatin Powder,"['baking,cakedecorations']"
4903,100684,Natural Dietary Fibre,['supplements&proteins']
4904,100685,Cold Pressed Virgin Coconut Oil,['otheredibleoils']
4905,100686,Hand Murukku Special,['namkeen&savourysnacks']
4906,100687,Sweet & Sour Tamarind Wok Sauce,['thai&asiansauces']
4907,100688,Tomato - Hybrid 1kg + Onion 1kg + Potato 1kg (Organically Grown),['organicvegetables']
4908,100689,Cheddar Applewood Smoked Cheese - Sliced,['internationalcheese']
4909,100690,Herbal Incense Sticks - Goudhooli,"['agarbatti,incensesticks']"
4910,100691,SS Delite Container No.3,['steelstoragecontainers']
4911,100692,"Jade Roller Massager For Face, Neck & Head - Colour May Vary",['facecare']
4912,100693,Himalayan Pink Salt Chocolate Bar,"['luxurychocolates,gifts']"
4913,100694,Deeply Nourishing Body Wash,['showergel&bodywash']
4914,100695,Fragrance Body Spray - Marco 150 ml + Fragrance Body Spray - Royal 150 ml,"[""men'sdeodorants""]"
4915,100696,Deluxe Crackers - Original,"['cookies,biscotti,wafer']"
4916,100697,Sawantwadi Garam Masala,"['herbs,seasonings&rubs']"
4917,100698,Tribulus Terrestris Dietary Supplement,['supplements&proteins']
4918,100699,Multi-Surface Wipes,['disinfectantspray&cleaners']
4919,100700,Nylon with White PVC Handle - Long Head Sliced Turner,"['strainer,ladle,spatula']"
4920,100701,Lemon Tea,['gourmettea&teabags']
4921,100702,Oil Control Face Wash With Charcoal & Cooling Mint,['face&body']
4922,100703,Light Soy Sauce,['thai&asiansauces']
4923,100704,Ayurvedic Satawar Powder,['ayurveda']
4924,100705,Elephant Apple Pickle,['tomatoes&vegetables']
4925,100706,Paratha - Aloo,['frozenindianbreads']
4926,100707,Super Snack - Pudina Party,['namkeen&savourysnacks']
4927,100708,Be Delicious Eau De Parfum,['eaudeparfum']
4928,100709,Digestive - Natural Wheat Biscuits,['crackers&digestive']
4929,100710,Oatmeal Shampoo,['petcleaning&grooming']
4930,100711,"Snack Time - Schezwan Fried Rice Masala, Chinese Flavour",['blendedmasalas']
4931,100712,Colby Cheese Block,['cheese']
4932,100713,"Biscuit - Caramelised, The Original, Biscoff","['cookies,biscotti,wafer']"
4933,100714,Monaco,['saltedbiscuits']
4934,100715,Premium International Exotic Brazil Nuts,['dryfruits&berries']
4935,100716,Almond Oil Body Cleanser,['bathingbars&soaps']
4936,100717,"Recharge Coffee Face Wash - Cleanses Away Dirt, Oil & Dullness",['face&body']
4937,100718,"Royal Saffron Masala Chai - Worlds Most Expensive Spice, Loose Leaf Tea",['gourmettea&teabags']
4938,100719,"Swarna Vedshakti Ayurvedic Toothpaste - Anti-Bacterial Paste With Neem, Clove, and Honey",['toothpaste']
4939,100720,Eau De Perfume For Men - Original,['eaudeparfum']
4940,100721,Vanilla Pound Mug Cake Mix,"['baking,cakedecorations']"
4941,100722,Prunes,['fruits&pulps']
4942,100723,Cooking Butter,['butter&margarine']
4943,100724,Mix - Rava Dosa,['breakfast&snackmixes']
4944,100725,Walnut Butter,['choco&nutspread']
4945,100726,All Purpose Power Cleaner Spray - Removes 99.9% Germs,['disinfectantspray&cleaners']
4946,100727,Tomato - Diced,['cut&peeledveggies']
4947,100728,Tampons for Heavy Flow,['tampons&menstrualcups']
4948,100729,Brass Prasad Plate - 7 Inch,['otherpoojaneeds']
4949,100730,Tropical Alphonso Lip Balm,['lipcare']
4950,100731,Instant Popcorn - Tomato Chilli,['chips&cornsnacks']
4951,100732,Herbal Hair Colour - Dark Brown,['hair&scalptreatment']
4952,100733,Skin Naturals - Light Complete White Face Wash,['facecare']
4953,100734,Strawberry Drink,['gourmetjuices&drinks']
4954,100735,"Incense Sticks - Lia, Applee","['agarbatti,incensesticks']"
4955,100736,Organic Classic Peach Ice Tea,['juices']
4956,100737,Mascara - Black Eyeconic Curling,['eyes']
4957,100738,Agarbatti - Premium Choice,"['agarbatti,incensesticks']"
